,title,channelTitle,duration,trended_later,tags,ratings_disabled,description,Channel_viewCount,Channel_subscriberCount,Channel_hiddenSubscriberCount,Channel_videoCount,Channel_description,view_count_update_11_19_14,likes_update_11_19_14,dislikes_update_11_19_14,comment_count_update_11_19_14,trending?,engagement_rate,INTL,UNK,USA,Category_24.0,Category_25.0,Category_26.0,Category_17.0,Category_22.0,Category_20.0,Category_1.0,Category_10.0,Category_23.0,Category_28.0,Category_2.0,Category_27.0,Category_19.0,Category_15.0,Category_30.0,Category_29.0
32,0.336,0.0,-0.09437318297083684,False,15.0,0,0.257,-0.2906651973617165,-0.353726265214175,0,-0.3730294138489135,0.0,-0.04960169378629382,-0.015350234259096016,0.09896616225568614,-0.018441367574250984,1,0.015370297029702969,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,-0.09178139159825936,False,22.0,0,0.0,-0.33422884770504585,-0.4205531047119245,0,-0.4097211351739325,0.0,1.021841380364766,0.8389741473462168,0.5489704824470054,0.21485799722807786,1,0.351675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,-0.08492394359164811,False,23.0,0,-0.02099999999999999,-0.2882875235692167,1.8411448658223009,0,-0.4116380904105049,0.0,18.730084005348093,20.05344067643734,17.211320849035648,6.564927431927411,1,0.0625512927756654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.316,0.0,0.5212852593235063,False,11.0,0,0.033,-0.20985363749827093,-0.237430206867442,0,0.1276253795777739,0.059,0.12527097611861068,-0.0935550598581011,1.13028411278703,0.18245530767219886,1,0.00491531914893617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,-0.06251574734957194,False,5.0,0,0.11699999999999999,0.4111934710763245,0.21039640587072386,0,-0.3670089763090532,0.218,0.4754633291972444,0.20727823736471207,0.25465651142404505,0.05618012043237625,1,0.004476431424766977,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,-0.08789370453939313,False,12.0,0,0.054,-0.3388361392353225,-0.36110325398990056,0,-0.4116979952616477,0.5,1.3465012652493211,2.5847898150102417,1.0247490438876727,1.2552702380561105,1,0.2498043243243243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,-0.239,0.0,-0.09550709169633949,False,27.0,0,0.28099999999999997,-0.341332585809468,-0.4410698123187661,0,-0.41076947006893294,0.22099999999999997,0.06641713443540734,0.06586395315378296,0.3511357658303883,-0.03416620221166285,1,6.020555555555554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.271,0.0,-0.0803883086896375,False,0.0,0,0.05499999999999999,-0.3405965298182975,-0.01004537636860583,0,-0.4119975195173622,0.0,2.6600690557065954,6.223069666422073,14.440938215288158,6.046675003089559,1,0.1135307847082495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-0.08199999999999999,0.0,-0.08864964368972823,False,26.0,0,0.09900000000000002,-0.3300367117779719,-0.4403928651134642,0,-0.4111588516013617,0.0,0.7897095066400053,0.8033119237997538,0.27868924988627497,0.3780150693447392,1,7.3106140350877205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,-0.06753734313394082,False,33.0,0,0.33,-0.33755604198442796,-0.3552016629693201,0,-0.41184775738950496,0.0,1.4960506542280096,1.8857948008748824,1.1964612186975183,0.487517099637989,1,0.16984994964753272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,-0.06894123012742029,False,10.0,0,0.204,-0.34058445338897925,-0.2955782360408085,0,-0.4119376146662193,0.0,0.09158643028944713,0.951580865475618,0.2121638434183632,0.15243516881895802,1,0.055061309523809526,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,-0.0328181378721216,False,43.0,0,0.026999999999999996,-0.17249006740786593,0.19737819038414928,0,-0.4032514112505005,0.066,0.5314288093783573,0.9786779823210552,0.019553635163100377,0.3431345270581165,1,0.013126494565217393,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,-0.0307123073819024,False,1.0,0,0.185,-0.26916317461385325,0.09410034752399088,0,-0.3944154457069245,0.302,0.26398828311978,0.6842235033020089,0.32013701621968593,0.7089990129552326,1,0.012569529983792543,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,-0.045507116467032205,False,29.0,0,0.06,-0.3349494288117109,-0.2730133291974125,0,-0.4114284234315047,0.204,0.6737604075075915,1.3578189893074504,0.30098048556138673,1.0805816205386802,1,0.06898453608247422,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-0.423,0.0,-0.052148581859262,False,26.0,0,0.101,-0.18135513904318665,0.7476147649500352,0,-0.3878858169323497,0.0,0.6083586722970167,1.0995154336166069,0.407560456133015,0.6230365836040477,1,0.007952116788321167,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,-0.406,0.0,-0.005766315420844117,False,2.0,0,0.0,-0.3269543506595289,-0.31987890494908106,0,-0.4087327051300748,0.137,0.2335934561102124,0.7109862466125713,0.3159574095306025,0.3705815111525081,1,0.05434571428571429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.259298348078799,False,0.0,0,0.093,-0.2926913314015199,-0.029138759082248562,0,-0.4032813636760719,0.172,0.09452750366260597,0.13745847117872315,-0.08389163039171528,-0.008434654623170702,1,0.00579178947368421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.129,-0.783,-0.09107944810151962,False,0.0,0,0.12200000000000001,-0.21003075547031144,-0.14196329329922833,0,-0.3700341712917691,-0.127,0.19139033987310186,0.338095452624222,0.4406490090882591,-0.12984943842961144,1,0.012126956521739129,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.73,-0.0902155176439938,False,0.0,0,0.081,-0.34045106307372197,-0.4290583388298199,0,-0.41046994581321855,0.333,0.1514148190062628,0.3217368704564972,0.013284225129475184,0.12251033199382268,1,0.30432394366197185,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
